"","time","datetime","dayinweek","hourinday","hourinweek","week"
"4466",4466,"2015-06-02 01:30:00",2,4,52,14
"4467",4467,"2015-06-02 02:00:00",2,5,53,14
"4468",4468,"2015-06-02 02:30:00",2,6,54,14
"4469",4469,"2015-06-02 03:00:00",2,7,55,14
"4470",4470,"2015-06-02 03:30:00",2,8,56,14
"4471",4471,"2015-06-02 04:00:00",2,9,57,14
"4472",4472,"2015-06-02 04:30:00",2,10,58,14
"4473",4473,"2015-06-02 05:00:00",2,11,59,14
"4474",4474,"2015-06-02 05:30:00",2,12,60,14
"4475",4475,"2015-06-02 06:00:00",2,13,61,14
"4476",4476,"2015-06-02 06:30:00",2,14,62,14
"4477",4477,"2015-06-02 07:00:00",2,15,63,14
"4478",4478,"2015-06-02 07:30:00",2,16,64,14
"4479",4479,"2015-06-02 08:00:00",2,17,65,14
"4480",4480,"2015-06-02 08:30:00",2,18,66,14
"4481",4481,"2015-06-02 09:00:00",2,19,67,14
"4482",4482,"2015-06-02 09:30:00",2,20,68,14
"4483",4483,"2015-06-02 10:00:00",2,21,69,14
"4484",4484,"2015-06-02 10:30:00",2,22,70,14
"4485",4485,"2015-06-02 11:00:00",2,23,71,14
"4486",4486,"2015-06-02 11:30:00",2,24,72,14
"4487",4487,"2015-06-02 12:00:00",2,25,73,14
"4488",4488,"2015-06-02 12:30:00",2,26,74,14
"4489",4489,"2015-06-02 13:00:00",2,27,75,14
"4490",4490,"2015-06-02 13:30:00",2,28,76,14
"4491",4491,"2015-06-02 14:00:00",2,29,77,14
"4492",4492,"2015-06-02 14:30:00",2,30,78,14
"4493",4493,"2015-06-02 15:00:00",2,31,79,14
"4494",4494,"2015-06-02 15:30:00",2,32,80,14
"4495",4495,"2015-06-02 16:00:00",2,33,81,14
"4496",4496,"2015-06-02 16:30:00",2,34,82,14
"4497",4497,"2015-06-02 17:00:00",2,35,83,14
"4498",4498,"2015-06-02 17:30:00",2,36,84,14
"4499",4499,"2015-06-02 18:00:00",2,37,85,14
"4500",4500,"2015-06-02 18:30:00",2,38,86,14
"4501",4501,"2015-06-02 19:00:00",2,39,87,14
"4502",4502,"2015-06-02 19:30:00",2,40,88,14
"4503",4503,"2015-06-02 20:00:00",2,41,89,14
"4504",4504,"2015-06-02 20:30:00",2,42,90,14
"4505",4505,"2015-06-02 21:00:00",2,43,91,14
"4506",4506,"2015-06-02 21:30:00",2,44,92,14
"4507",4507,"2015-06-02 22:00:00",2,45,93,14
"4508",4508,"2015-06-02 22:30:00",2,46,94,14
"4509",4509,"2015-06-02 23:00:00",2,47,95,14
"4510",4510,"2015-06-02 23:30:00",2,48,96,14
"4511",4511,"2015-06-03 00:00:00",3,1,97,14
"4512",4512,"2015-06-03 00:30:00",3,2,98,14
"4513",4513,"2015-06-03 01:00:00",3,3,99,14
"4514",4514,"2015-06-03 01:30:00",3,4,100,14
"4515",4515,"2015-06-03 02:00:00",3,5,101,14
"4516",4516,"2015-06-03 02:30:00",3,6,102,14
"4517",4517,"2015-06-03 03:00:00",3,7,103,14
"4518",4518,"2015-06-03 03:30:00",3,8,104,14
"4519",4519,"2015-06-03 04:00:00",3,9,105,14
"4520",4520,"2015-06-03 04:30:00",3,10,106,14
"4521",4521,"2015-06-03 05:00:00",3,11,107,14
"4522",4522,"2015-06-03 05:30:00",3,12,108,14
"4523",4523,"2015-06-03 06:00:00",3,13,109,14
"4524",4524,"2015-06-03 06:30:00",3,14,110,14
"4525",4525,"2015-06-03 07:00:00",3,15,111,14
"4526",4526,"2015-06-03 07:30:00",3,16,112,14
"4527",4527,"2015-06-03 08:00:00",3,17,113,14
"4528",4528,"2015-06-03 08:30:00",3,18,114,14
"4529",4529,"2015-06-03 09:00:00",3,19,115,14
"4530",4530,"2015-06-03 09:30:00",3,20,116,14
"4531",4531,"2015-06-03 10:00:00",3,21,117,14
"4532",4532,"2015-06-03 10:30:00",3,22,118,14
"4533",4533,"2015-06-03 11:00:00",3,23,119,14
"4534",4534,"2015-06-03 11:30:00",3,24,120,14
"4535",4535,"2015-06-03 12:00:00",3,25,121,14
"4536",4536,"2015-06-03 12:30:00",3,26,122,14
"4537",4537,"2015-06-03 13:00:00",3,27,123,14
"4538",4538,"2015-06-03 13:30:00",3,28,124,14
"4539",4539,"2015-06-03 14:00:00",3,29,125,14
"4540",4540,"2015-06-03 14:30:00",3,30,126,14
"4541",4541,"2015-06-03 15:00:00",3,31,127,14
"4542",4542,"2015-06-03 15:30:00",3,32,128,14
"4543",4543,"2015-06-03 16:00:00",3,33,129,14
"4544",4544,"2015-06-03 16:30:00",3,34,130,14
"4545",4545,"2015-06-03 17:00:00",3,35,131,14
"4546",4546,"2015-06-03 17:30:00",3,36,132,14
"4547",4547,"2015-06-03 18:00:00",3,37,133,14
"4548",4548,"2015-06-03 18:30:00",3,38,134,14
"4549",4549,"2015-06-03 19:00:00",3,39,135,14
"4550",4550,"2015-06-03 19:30:00",3,40,136,14
"4551",4551,"2015-06-03 20:00:00",3,41,137,14
"4552",4552,"2015-06-03 20:30:00",3,42,138,14
"4553",4553,"2015-06-03 21:00:00",3,43,139,14
"4554",4554,"2015-06-03 21:30:00",3,44,140,14
"4555",4555,"2015-06-03 22:00:00",3,45,141,14
"4556",4556,"2015-06-03 22:30:00",3,46,142,14
"4557",4557,"2015-06-03 23:00:00",3,47,143,14
"4558",4558,"2015-06-03 23:30:00",3,48,144,14
"4559",4559,"2015-06-04 00:00:00",4,1,145,14
"4560",4560,"2015-06-04 00:30:00",4,2,146,14
"4561",4561,"2015-06-04 01:00:00",4,3,147,14
"4562",4562,"2015-06-04 01:30:00",4,4,148,14
"4563",4563,"2015-06-04 02:00:00",4,5,149,14
"4564",4564,"2015-06-04 02:30:00",4,6,150,14
"4565",4565,"2015-06-04 03:00:00",4,7,151,14
"4566",4566,"2015-06-04 03:30:00",4,8,152,14
"4567",4567,"2015-06-04 04:00:00",4,9,153,14
"4568",4568,"2015-06-04 04:30:00",4,10,154,14
"4569",4569,"2015-06-04 05:00:00",4,11,155,14
"4570",4570,"2015-06-04 05:30:00",4,12,156,14
"4571",4571,"2015-06-04 06:00:00",4,13,157,14
"4572",4572,"2015-06-04 06:30:00",4,14,158,14
"4573",4573,"2015-06-04 07:00:00",4,15,159,14
"4574",4574,"2015-06-04 07:30:00",4,16,160,14
"4575",4575,"2015-06-04 08:00:00",4,17,161,14
"4576",4576,"2015-06-04 08:30:00",4,18,162,14
"4577",4577,"2015-06-04 09:00:00",4,19,163,14
"4578",4578,"2015-06-04 09:30:00",4,20,164,14
"4579",4579,"2015-06-04 10:00:00",4,21,165,14
"4580",4580,"2015-06-04 10:30:00",4,22,166,14
"4581",4581,"2015-06-04 11:00:00",4,23,167,14
"4582",4582,"2015-06-04 11:30:00",4,24,168,14
"4583",4583,"2015-06-04 12:00:00",4,25,169,14
"4584",4584,"2015-06-04 12:30:00",4,26,170,14
"4585",4585,"2015-06-04 13:00:00",4,27,171,14
"4586",4586,"2015-06-04 13:30:00",4,28,172,14
"4587",4587,"2015-06-04 14:00:00",4,29,173,14
"4588",4588,"2015-06-04 14:30:00",4,30,174,14
"4589",4589,"2015-06-04 15:00:00",4,31,175,14
"4590",4590,"2015-06-04 15:30:00",4,32,176,14
"4591",4591,"2015-06-04 16:00:00",4,33,177,14
"4592",4592,"2015-06-04 16:30:00",4,34,178,14
"4593",4593,"2015-06-04 17:00:00",4,35,179,14
"4594",4594,"2015-06-04 17:30:00",4,36,180,14
"4595",4595,"2015-06-04 18:00:00",4,37,181,14
"4596",4596,"2015-06-04 18:30:00",4,38,182,14
"4597",4597,"2015-06-04 19:00:00",4,39,183,14
"4598",4598,"2015-06-04 19:30:00",4,40,184,14
"4599",4599,"2015-06-04 20:00:00",4,41,185,14
"4600",4600,"2015-06-04 20:30:00",4,42,186,14
"4601",4601,"2015-06-04 21:00:00",4,43,187,14
"4602",4602,"2015-06-04 21:30:00",4,44,188,14
"4603",4603,"2015-06-04 22:00:00",4,45,189,14
"4604",4604,"2015-06-04 22:30:00",4,46,190,14
"4605",4605,"2015-06-04 23:00:00",4,47,191,14
"4606",4606,"2015-06-04 23:30:00",4,48,192,14
"4607",4607,"2015-06-05 00:00:00",5,1,193,14
"4608",4608,"2015-06-05 00:30:00",5,2,194,14
"4609",4609,"2015-06-05 01:00:00",5,3,195,14
"4610",4610,"2015-06-05 01:30:00",5,4,196,14
"4611",4611,"2015-06-05 02:00:00",5,5,197,14
"4612",4612,"2015-06-05 02:30:00",5,6,198,14
"4613",4613,"2015-06-05 03:00:00",5,7,199,14
"4614",4614,"2015-06-05 03:30:00",5,8,200,14
"4615",4615,"2015-06-05 04:00:00",5,9,201,14
"4616",4616,"2015-06-05 04:30:00",5,10,202,14
"4617",4617,"2015-06-05 05:00:00",5,11,203,14
"4618",4618,"2015-06-05 05:30:00",5,12,204,14
"4619",4619,"2015-06-05 06:00:00",5,13,205,14
"4620",4620,"2015-06-05 06:30:00",5,14,206,14
"4621",4621,"2015-06-05 07:00:00",5,15,207,14
"4622",4622,"2015-06-05 07:30:00",5,16,208,14
"4623",4623,"2015-06-05 08:00:00",5,17,209,14
"4624",4624,"2015-06-05 08:30:00",5,18,210,14
"4625",4625,"2015-06-05 09:00:00",5,19,211,14
"4626",4626,"2015-06-05 09:30:00",5,20,212,14
"4627",4627,"2015-06-05 10:00:00",5,21,213,14
"4628",4628,"2015-06-05 10:30:00",5,22,214,14
"4629",4629,"2015-06-05 11:00:00",5,23,215,14
"4630",4630,"2015-06-05 11:30:00",5,24,216,14
"4631",4631,"2015-06-05 12:00:00",5,25,217,14
"4632",4632,"2015-06-05 12:30:00",5,26,218,14
"4633",4633,"2015-06-05 13:00:00",5,27,219,14
"4634",4634,"2015-06-05 13:30:00",5,28,220,14
"4635",4635,"2015-06-05 14:00:00",5,29,221,14
"4636",4636,"2015-06-05 14:30:00",5,30,222,14
"4637",4637,"2015-06-05 15:00:00",5,31,223,14
"4638",4638,"2015-06-05 15:30:00",5,32,224,14
"4639",4639,"2015-06-05 16:00:00",5,33,225,14
"4640",4640,"2015-06-05 16:30:00",5,34,226,14
"4641",4641,"2015-06-05 17:00:00",5,35,227,14
"4642",4642,"2015-06-05 17:30:00",5,36,228,14
"4643",4643,"2015-06-05 18:00:00",5,37,229,14
"4644",4644,"2015-06-05 18:30:00",5,38,230,14
"4645",4645,"2015-06-05 19:00:00",5,39,231,14
"4646",4646,"2015-06-05 19:30:00",5,40,232,14
"4647",4647,"2015-06-05 20:00:00",5,41,233,14
"4648",4648,"2015-06-05 20:30:00",5,42,234,14
"4649",4649,"2015-06-05 21:00:00",5,43,235,14
"4650",4650,"2015-06-05 21:30:00",5,44,236,14
"4651",4651,"2015-06-05 22:00:00",5,45,237,14
"4652",4652,"2015-06-05 22:30:00",5,46,238,14
"4653",4653,"2015-06-05 23:00:00",5,47,239,14
"4654",4654,"2015-06-05 23:30:00",5,48,240,14
"4655",4655,"2015-06-06 00:00:00",6,1,241,14
"4656",4656,"2015-06-06 00:30:00",6,2,242,14
"4657",4657,"2015-06-06 01:00:00",6,3,243,14
"4658",4658,"2015-06-06 01:30:00",6,4,244,14
"4659",4659,"2015-06-06 02:00:00",6,5,245,14
"4660",4660,"2015-06-06 02:30:00",6,6,246,14
"4661",4661,"2015-06-06 03:00:00",6,7,247,14
"4662",4662,"2015-06-06 03:30:00",6,8,248,14
"4663",4663,"2015-06-06 04:00:00",6,9,249,14
"4664",4664,"2015-06-06 04:30:00",6,10,250,14
"4665",4665,"2015-06-06 05:00:00",6,11,251,14
"4666",4666,"2015-06-06 05:30:00",6,12,252,14
"4667",4667,"2015-06-06 06:00:00",6,13,253,14
"4668",4668,"2015-06-06 06:30:00",6,14,254,14
"4669",4669,"2015-06-06 07:00:00",6,15,255,14
"4670",4670,"2015-06-06 07:30:00",6,16,256,14
"4671",4671,"2015-06-06 08:00:00",6,17,257,14
"4672",4672,"2015-06-06 08:30:00",6,18,258,14
"4673",4673,"2015-06-06 09:00:00",6,19,259,14
"4674",4674,"2015-06-06 09:30:00",6,20,260,14
"4675",4675,"2015-06-06 10:00:00",6,21,261,14
"4676",4676,"2015-06-06 10:30:00",6,22,262,14
"4677",4677,"2015-06-06 11:00:00",6,23,263,14
"4678",4678,"2015-06-06 11:30:00",6,24,264,14
"4679",4679,"2015-06-06 12:00:00",6,25,265,14
"4680",4680,"2015-06-06 12:30:00",6,26,266,14
"4681",4681,"2015-06-06 13:00:00",6,27,267,14
"4682",4682,"2015-06-06 13:30:00",6,28,268,14
"4683",4683,"2015-06-06 14:00:00",6,29,269,14
"4684",4684,"2015-06-06 14:30:00",6,30,270,14
"4685",4685,"2015-06-06 15:00:00",6,31,271,14
"4686",4686,"2015-06-06 15:30:00",6,32,272,14
"4687",4687,"2015-06-06 16:00:00",6,33,273,14
"4688",4688,"2015-06-06 16:30:00",6,34,274,14
"4689",4689,"2015-06-06 17:00:00",6,35,275,14
"4690",4690,"2015-06-06 17:30:00",6,36,276,14
"4691",4691,"2015-06-06 18:00:00",6,37,277,14
"4692",4692,"2015-06-06 18:30:00",6,38,278,14
"4693",4693,"2015-06-06 19:00:00",6,39,279,14
"4694",4694,"2015-06-06 19:30:00",6,40,280,14
"4695",4695,"2015-06-06 20:00:00",6,41,281,14
"4696",4696,"2015-06-06 20:30:00",6,42,282,14
"4697",4697,"2015-06-06 21:00:00",6,43,283,14
"4698",4698,"2015-06-06 21:30:00",6,44,284,14
"4699",4699,"2015-06-06 22:00:00",6,45,285,14
"4700",4700,"2015-06-06 22:30:00",6,46,286,14
"4701",4701,"2015-06-06 23:00:00",6,47,287,14
"4702",4702,"2015-06-06 23:30:00",6,48,288,14
"4703",4703,"2015-06-07 00:00:00",7,1,289,14
"4704",4704,"2015-06-07 00:30:00",7,2,290,14
"4705",4705,"2015-06-07 01:00:00",7,3,291,14
"4706",4706,"2015-06-07 01:30:00",7,4,292,14
"4707",4707,"2015-06-07 02:00:00",7,5,293,14
"4708",4708,"2015-06-07 02:30:00",7,6,294,14
"4709",4709,"2015-06-07 03:00:00",7,7,295,14
"4710",4710,"2015-06-07 03:30:00",7,8,296,14
"4711",4711,"2015-06-07 04:00:00",7,9,297,14
"4712",4712,"2015-06-07 04:30:00",7,10,298,14
"4713",4713,"2015-06-07 05:00:00",7,11,299,14
"4714",4714,"2015-06-07 05:30:00",7,12,300,14
"4715",4715,"2015-06-07 06:00:00",7,13,301,14
"4716",4716,"2015-06-07 06:30:00",7,14,302,14
"4717",4717,"2015-06-07 07:00:00",7,15,303,14
"4718",4718,"2015-06-07 07:30:00",7,16,304,14
"4719",4719,"2015-06-07 08:00:00",7,17,305,14
"4720",4720,"2015-06-07 08:30:00",7,18,306,14
"4721",4721,"2015-06-07 09:00:00",7,19,307,14
"4722",4722,"2015-06-07 09:30:00",7,20,308,14
"4723",4723,"2015-06-07 10:00:00",7,21,309,14
"4724",4724,"2015-06-07 10:30:00",7,22,310,14
"4725",4725,"2015-06-07 11:00:00",7,23,311,14
"4726",4726,"2015-06-07 11:30:00",7,24,312,14
"4727",4727,"2015-06-07 12:00:00",7,25,313,14
"4728",4728,"2015-06-07 12:30:00",7,26,314,14
"4729",4729,"2015-06-07 13:00:00",7,27,315,14
"4730",4730,"2015-06-07 13:30:00",7,28,316,14
"4731",4731,"2015-06-07 14:00:00",7,29,317,14
"4732",4732,"2015-06-07 14:30:00",7,30,318,14
"4733",4733,"2015-06-07 15:00:00",7,31,319,14
"4734",4734,"2015-06-07 15:30:00",7,32,320,14
"4735",4735,"2015-06-07 16:00:00",7,33,321,14
"4736",4736,"2015-06-07 16:30:00",7,34,322,14
"4737",4737,"2015-06-07 17:00:00",7,35,323,14
"4738",4738,"2015-06-07 17:30:00",7,36,324,14
"4739",4739,"2015-06-07 18:00:00",7,37,325,14
"4740",4740,"2015-06-07 18:30:00",7,38,326,14
"4741",4741,"2015-06-07 19:00:00",7,39,327,14
"4742",4742,"2015-06-07 19:30:00",7,40,328,14
"4743",4743,"2015-06-07 20:00:00",7,41,329,14
"4744",4744,"2015-06-07 20:30:00",7,42,330,14
"4745",4745,"2015-06-07 21:00:00",7,43,331,14
"4746",4746,"2015-06-07 21:30:00",7,44,332,14
"4747",4747,"2015-06-07 22:00:00",7,45,333,14
"4748",4748,"2015-06-07 22:30:00",7,46,334,14
"4749",4749,"2015-06-07 23:00:00",7,47,335,14
"4750",4750,"2015-06-07 23:30:00",7,48,336,14
"4751",4751,"2015-06-08 00:00:00",1,1,1,15
"4752",4752,"2015-06-08 00:30:00",1,2,2,15
"4753",4753,"2015-06-08 01:00:00",1,3,3,15
"4754",4754,"2015-06-08 01:30:00",1,4,4,15
"4755",4755,"2015-06-08 02:00:00",1,5,5,15
"4756",4756,"2015-06-08 02:30:00",1,6,6,15
"4757",4757,"2015-06-08 03:00:00",1,7,7,15
"4758",4758,"2015-06-08 03:30:00",1,8,8,15
"4759",4759,"2015-06-08 04:00:00",1,9,9,15
"4760",4760,"2015-06-08 04:30:00",1,10,10,15
"4761",4761,"2015-06-08 05:00:00",1,11,11,15
"4762",4762,"2015-06-08 05:30:00",1,12,12,15
"4763",4763,"2015-06-08 06:00:00",1,13,13,15
"4764",4764,"2015-06-08 06:30:00",1,14,14,15
"4765",4765,"2015-06-08 07:00:00",1,15,15,15
"4766",4766,"2015-06-08 07:30:00",1,16,16,15
"4767",4767,"2015-06-08 08:00:00",1,17,17,15
"4768",4768,"2015-06-08 08:30:00",1,18,18,15
"4769",4769,"2015-06-08 09:00:00",1,19,19,15
"4770",4770,"2015-06-08 09:30:00",1,20,20,15
"4771",4771,"2015-06-08 10:00:00",1,21,21,15
"4772",4772,"2015-06-08 10:30:00",1,22,22,15
"4773",4773,"2015-06-08 11:00:00",1,23,23,15
"4774",4774,"2015-06-08 11:30:00",1,24,24,15
"4775",4775,"2015-06-08 12:00:00",1,25,25,15
"4776",4776,"2015-06-08 12:30:00",1,26,26,15
"4777",4777,"2015-06-08 13:00:00",1,27,27,15
"4778",4778,"2015-06-08 13:30:00",1,28,28,15
"4779",4779,"2015-06-08 14:00:00",1,29,29,15
"4780",4780,"2015-06-08 14:30:00",1,30,30,15
"4781",4781,"2015-06-08 15:00:00",1,31,31,15
"4782",4782,"2015-06-08 15:30:00",1,32,32,15
"4783",4783,"2015-06-08 16:00:00",1,33,33,15
"4784",4784,"2015-06-08 16:30:00",1,34,34,15
"4785",4785,"2015-06-08 17:00:00",1,35,35,15
"4786",4786,"2015-06-08 17:30:00",1,36,36,15
"4787",4787,"2015-06-08 18:00:00",1,37,37,15
"4788",4788,"2015-06-08 18:30:00",1,38,38,15
"4789",4789,"2015-06-08 19:00:00",1,39,39,15
"4790",4790,"2015-06-08 19:30:00",1,40,40,15
"4791",4791,"2015-06-08 20:00:00",1,41,41,15
"4792",4792,"2015-06-08 20:30:00",1,42,42,15
"4793",4793,"2015-06-08 21:00:00",1,43,43,15
"4794",4794,"2015-06-08 21:30:00",1,44,44,15
"4795",4795,"2015-06-08 22:00:00",1,45,45,15
"4796",4796,"2015-06-08 22:30:00",1,46,46,15
"4797",4797,"2015-06-08 23:00:00",1,47,47,15
"4798",4798,"2015-06-08 23:30:00",1,48,48,15
"4799",4799,"2015-06-09 00:00:00",2,1,49,15
"4800",4800,"2015-06-09 00:30:00",2,2,50,15
"4801",4801,"2015-06-09 01:00:00",2,3,51,15
"4802",4802,"2015-06-09 01:30:00",2,4,52,15
"4803",4803,"2015-06-09 02:00:00",2,5,53,15
"4804",4804,"2015-06-09 02:30:00",2,6,54,15
"4805",4805,"2015-06-09 03:00:00",2,7,55,15
"4806",4806,"2015-06-09 03:30:00",2,8,56,15
"4807",4807,"2015-06-09 04:00:00",2,9,57,15
"4808",4808,"2015-06-09 04:30:00",2,10,58,15
"4809",4809,"2015-06-09 05:00:00",2,11,59,15
"4810",4810,"2015-06-09 05:30:00",2,12,60,15
"4811",4811,"2015-06-09 06:00:00",2,13,61,15
"4812",4812,"2015-06-09 06:30:00",2,14,62,15
"4813",4813,"2015-06-09 07:00:00",2,15,63,15
"4814",4814,"2015-06-09 07:30:00",2,16,64,15
"4815",4815,"2015-06-09 08:00:00",2,17,65,15
"4816",4816,"2015-06-09 08:30:00",2,18,66,15
"4817",4817,"2015-06-09 09:00:00",2,19,67,15
"4818",4818,"2015-06-09 09:30:00",2,20,68,15
"4819",4819,"2015-06-09 10:00:00",2,21,69,15
"4820",4820,"2015-06-09 10:30:00",2,22,70,15
"4821",4821,"2015-06-09 11:00:00",2,23,71,15
"4822",4822,"2015-06-09 11:30:00",2,24,72,15
"4823",4823,"2015-06-09 12:00:00",2,25,73,15
"4824",4824,"2015-06-09 12:30:00",2,26,74,15
"4825",4825,"2015-06-09 13:00:00",2,27,75,15
"4826",4826,"2015-06-09 13:30:00",2,28,76,15
"4827",4827,"2015-06-09 14:00:00",2,29,77,15
"4828",4828,"2015-06-09 14:30:00",2,30,78,15
"4829",4829,"2015-06-09 15:00:00",2,31,79,15
"4830",4830,"2015-06-09 15:30:00",2,32,80,15
"4831",4831,"2015-06-09 16:00:00",2,33,81,15
"4832",4832,"2015-06-09 16:30:00",2,34,82,15
"4833",4833,"2015-06-09 17:00:00",2,35,83,15
"4834",4834,"2015-06-09 17:30:00",2,36,84,15
"4835",4835,"2015-06-09 18:00:00",2,37,85,15
"4836",4836,"2015-06-09 18:30:00",2,38,86,15
"4837",4837,"2015-06-09 19:00:00",2,39,87,15
"4838",4838,"2015-06-09 19:30:00",2,40,88,15
"4839",4839,"2015-06-09 20:00:00",2,41,89,15
"4840",4840,"2015-06-09 20:30:00",2,42,90,15
"4841",4841,"2015-06-09 21:00:00",2,43,91,15
"4842",4842,"2015-06-09 21:30:00",2,44,92,15
"4843",4843,"2015-06-09 22:00:00",2,45,93,15
"4844",4844,"2015-06-09 22:30:00",2,46,94,15
"4845",4845,"2015-06-09 23:00:00",2,47,95,15
"4846",4846,"2015-06-09 23:30:00",2,48,96,15
"4847",4847,"2015-06-10 00:00:00",3,1,97,15
"4848",4848,"2015-06-10 00:30:00",3,2,98,15
"4849",4849,"2015-06-10 01:00:00",3,3,99,15
"4850",4850,"2015-06-10 01:30:00",3,4,100,15
"4851",4851,"2015-06-10 02:00:00",3,5,101,15
"4852",4852,"2015-06-10 02:30:00",3,6,102,15
"4853",4853,"2015-06-10 03:00:00",3,7,103,15
"4854",4854,"2015-06-10 03:30:00",3,8,104,15
"4855",4855,"2015-06-10 04:00:00",3,9,105,15
"4856",4856,"2015-06-10 04:30:00",3,10,106,15
"4857",4857,"2015-06-10 05:00:00",3,11,107,15
"4858",4858,"2015-06-10 05:30:00",3,12,108,15
"4859",4859,"2015-06-10 06:00:00",3,13,109,15
"4860",4860,"2015-06-10 06:30:00",3,14,110,15
"4861",4861,"2015-06-10 07:00:00",3,15,111,15
"4862",4862,"2015-06-10 07:30:00",3,16,112,15
"4863",4863,"2015-06-10 08:00:00",3,17,113,15
"4864",4864,"2015-06-10 08:30:00",3,18,114,15
"4865",4865,"2015-06-10 09:00:00",3,19,115,15
"4866",4866,"2015-06-10 09:30:00",3,20,116,15
"4867",4867,"2015-06-10 10:00:00",3,21,117,15
"4868",4868,"2015-06-10 10:30:00",3,22,118,15
"4869",4869,"2015-06-10 11:00:00",3,23,119,15
"4870",4870,"2015-06-10 11:30:00",3,24,120,15
"4871",4871,"2015-06-10 12:00:00",3,25,121,15
"4872",4872,"2015-06-10 12:30:00",3,26,122,15
"4873",4873,"2015-06-10 13:00:00",3,27,123,15
"4874",4874,"2015-06-10 13:30:00",3,28,124,15
"4875",4875,"2015-06-10 14:00:00",3,29,125,15
"4876",4876,"2015-06-10 14:30:00",3,30,126,15
"4877",4877,"2015-06-10 15:00:00",3,31,127,15
"4878",4878,"2015-06-10 15:30:00",3,32,128,15
"4879",4879,"2015-06-10 16:00:00",3,33,129,15
"4880",4880,"2015-06-10 16:30:00",3,34,130,15
"4881",4881,"2015-06-10 17:00:00",3,35,131,15
"4882",4882,"2015-06-10 17:30:00",3,36,132,15
"4883",4883,"2015-06-10 18:00:00",3,37,133,15
"4884",4884,"2015-06-10 18:30:00",3,38,134,15
"4885",4885,"2015-06-10 19:00:00",3,39,135,15
"4886",4886,"2015-06-10 19:30:00",3,40,136,15
"4887",4887,"2015-06-10 20:00:00",3,41,137,15
"4888",4888,"2015-06-10 20:30:00",3,42,138,15
"4889",4889,"2015-06-10 21:00:00",3,43,139,15
"4890",4890,"2015-06-10 21:30:00",3,44,140,15
"4891",4891,"2015-06-10 22:00:00",3,45,141,15
"4892",4892,"2015-06-10 22:30:00",3,46,142,15
"4893",4893,"2015-06-10 23:00:00",3,47,143,15
"4894",4894,"2015-06-10 23:30:00",3,48,144,15
"4895",4895,"2015-06-11 00:00:00",4,1,145,15
"4896",4896,"2015-06-11 00:30:00",4,2,146,15
"4897",4897,"2015-06-11 01:00:00",4,3,147,15
"4898",4898,"2015-06-11 01:30:00",4,4,148,15
"4899",4899,"2015-06-11 02:00:00",4,5,149,15
"4900",4900,"2015-06-11 02:30:00",4,6,150,15
"4901",4901,"2015-06-11 03:00:00",4,7,151,15
"4902",4902,"2015-06-11 03:30:00",4,8,152,15
"4903",4903,"2015-06-11 04:00:00",4,9,153,15
"4904",4904,"2015-06-11 04:30:00",4,10,154,15
"4905",4905,"2015-06-11 05:00:00",4,11,155,15
"4906",4906,"2015-06-11 05:30:00",4,12,156,15
"4907",4907,"2015-06-11 06:00:00",4,13,157,15
"4908",4908,"2015-06-11 06:30:00",4,14,158,15
"4909",4909,"2015-06-11 07:00:00",4,15,159,15
"4910",4910,"2015-06-11 07:30:00",4,16,160,15
"4911",4911,"2015-06-11 08:00:00",4,17,161,15
"4912",4912,"2015-06-11 08:30:00",4,18,162,15
"4913",4913,"2015-06-11 09:00:00",4,19,163,15
"4914",4914,"2015-06-11 09:30:00",4,20,164,15
"4915",4915,"2015-06-11 10:00:00",4,21,165,15
"4916",4916,"2015-06-11 10:30:00",4,22,166,15
"4917",4917,"2015-06-11 11:00:00",4,23,167,15
"4918",4918,"2015-06-11 11:30:00",4,24,168,15
"4919",4919,"2015-06-11 12:00:00",4,25,169,15
"4920",4920,"2015-06-11 12:30:00",4,26,170,15
"4921",4921,"2015-06-11 13:00:00",4,27,171,15
"4922",4922,"2015-06-11 13:30:00",4,28,172,15
"4923",4923,"2015-06-11 14:00:00",4,29,173,15
"4924",4924,"2015-06-11 14:30:00",4,30,174,15
"4925",4925,"2015-06-11 15:00:00",4,31,175,15
"4926",4926,"2015-06-11 15:30:00",4,32,176,15
"4927",4927,"2015-06-11 16:00:00",4,33,177,15
"4928",4928,"2015-06-11 16:30:00",4,34,178,15
"4929",4929,"2015-06-11 17:00:00",4,35,179,15
"4930",4930,"2015-06-11 17:30:00",4,36,180,15
"4931",4931,"2015-06-11 18:00:00",4,37,181,15
"4932",4932,"2015-06-11 18:30:00",4,38,182,15
"4933",4933,"2015-06-11 19:00:00",4,39,183,15
"4934",4934,"2015-06-11 19:30:00",4,40,184,15
"4935",4935,"2015-06-11 20:00:00",4,41,185,15
"4936",4936,"2015-06-11 20:30:00",4,42,186,15
"4937",4937,"2015-06-11 21:00:00",4,43,187,15
"4938",4938,"2015-06-11 21:30:00",4,44,188,15
"4939",4939,"2015-06-11 22:00:00",4,45,189,15
"4940",4940,"2015-06-11 22:30:00",4,46,190,15
"4941",4941,"2015-06-11 23:00:00",4,47,191,15
"4942",4942,"2015-06-11 23:30:00",4,48,192,15
"4943",4943,"2015-06-12 00:00:00",5,1,193,15
"4944",4944,"2015-06-12 00:30:00",5,2,194,15
"4945",4945,"2015-06-12 01:00:00",5,3,195,15
"4946",4946,"2015-06-12 01:30:00",5,4,196,15
